"key","code","name","behaviour","remark"
1017,"8525",Terminal duct adenocarcinoma,"3","2"
1018,"8530",Inflammatory carcinoma ,"3","1"
1019,"8530",Inflammatory adenocarcinoma ,"3","2"
1020,"8540",Paget disease and infiltrating duct carcinoma of breast ,"3","1"
1021,"8540",Paget disease of breast ,"3","3"
1022,"8540",Paget disease of the nipple,"3","4"
1023,"8541",Paget disease and infiltrating duct carcinoma of breast ,"3","1"
1024,"8542","Paget disease, extramammary (except Paget disease of bone )","3","1"
1025,"8542",Extramammary Paget disease,"3","3"
1026,"8543",Paget disease and intraductal carcinoma of  breast ,"3","1"
1027,"8550",Acinar cell adenoma,"0","1"
1028,"8550",Acinar adenoma,"0","2"
1029,"8550",Acinic cell adenoma,"0","2"
1030,"8550",Acinar cell tumor ,"1","1"
1031,"8550",Acinic cell tumor ,"1","2"
1032,"8550",Acinar cell carcinoma,"3","1"
1033,"8550",Acinar adenocarcinoma,"3","2"
1034,"8550",Acinar carcinoma,"3","2"
1035,"8550",Acinic cell adenocarcinoma,"3","2"
1036,"8551",Acinar cell cystadenocarcinoma,"3","1"
1037,"8560",Mixed squamous cell and glandular papilloma,"0","1"
1038,"8560",Adenosquamous carcinoma,"3","1"
1039,"8560",Mixed adenocarcinoma and epidemoid carcinoma,"3","2"
1040,"8560",Mixed adenocarcinoma and squamous cell carcinoma,"3","2"
1041,"8560",Adenosquamous carcinoma,"3","3"
1042,"8561",Adenolymphoma ,"0","1"
1043,"8561",Papillary cystadenoma lymphomatosum ,"0","2"
1044,"8561",Warthin tumor ,"0","2"
1045,"8562",Epithelial-myoepithelial carcinoma,"3","1"
1046,"8570",Adenocarcinoma with squamous metaplasia,"3","1"
1047,"8570",Adenoacanthoma,"3","2"
1048,"8570","Endometrioid adenocarcinoma, variant with squamous differentiation","3","3"
1049,"8571",Adenocarcinoma with cartilaginous and osseous metaplasia,"3","1"
1050,"8571",Adenocarcinoma with cartilaginous and metaplasia,"3","2"
1051,"8571",Adenocarcinoma with osseous metaplasia,"3","2"
1052,"8572",Adenocarcinoma with spindle cell metaplasia,"3","1"
1053,"8572","Carcinoma with spindle cell differentiation (carcinosarcoma, sarcomatoid carcinoma)","3","3"
1054,"8573",Adenocarcinoma with apocrine metaplasia,"3","1"
1055,"8573",Carcinoma with apocrine metaplasia,"3","2"
1056,"8574",Adenocarcinoma with neuroendocrine differentiation ,"3","1"
1057,"8574",Carcinoma with neuroendocrine differetiation,"3","2"
1058,"8574",Endocrine differentiation within adenocarcinoma,"3","3"
1059,"8575","Metaplastic carcinoma, NOS","3","1"
1060,"8575",Mixed epithelial/mesenchymal metaplastic carcinoma,"3","3"
1061,"8575",Pure epithelial metaplastic carcinoma,"3","4"
1062,"8576",Hepatoid adenocarcinoma,"3","1"
1063,"8576",Hepatoid carcinoma,"3","2"
1064,"8580","Thymoma, benign ","0","1"
1065,"8580","Thymoma, NOS ","1","1"
1066,"8580",Metaplastic thymoma,"1","4"
1067,"8580",Micronodular thymoma,"1","4"
1068,"8580",Microscopic thymoma,"1","4"
1069,"8580",Sclerosing thymoma,"1","4"
1070,"8580","Thymoma, malignant, NOS ","3","1"
1071,"8581","Thymoma, type A, NOS ","1","1"
1072,"8581","Thymoma, medullary, NOS ","1","2"
1073,"8581","Thymoma, spindle cell, NOS ","1","2"
1074,"8581","Thymoma, type A, malignant ","3","1"
1075,"8581","Thymoma, medullary, malignant","3","2"
1076,"8581","Thymoma, spindle cell, malignant ","3","2"
1077,"8582","Thymoma, type AB, NOS ","1","1"
1078,"8582","Thymoma, mixed type, NOS ","1","2"
1079,"8582","Thymoma, Type AB (mixed)","1","3"
1080,"8582","Thymoma, type AB, malignant ","3","1"
1081,"8582","Thymoma, mixed type, malignant ","3","2"
1082,"8583","Thymoma, type B1, NOS ","1","1"
1083,"8583","Thymoma, lymphocyte-rich, NOS ","1","2"
1084,"8583","Thymoma, lymphocytic, NOS ","1","2"
1085,"8583","Thymoma, organoid, NOS ","1","2"
1086,"8583","Thymoma, predominantly cortical, NOS ","1","2"
1087,"8583","Thymoma, type B1, malignant","3","1"
1088,"8583","Thymoma, lymphocyte-rich, malignant ","3","2"
1089,"8583","Thymoma, lymphocytic, malignant ","3","2"
1090,"8583","Thymoma, organoid, malignant","3","2"
1091,"8583","Thymoma, predominantly cortical, malignant","3","2"
1092,"8584","Thymoma, type B2, NOS ","1","1"
1093,"8584","Thymoma, cortical NOS ","1","2"
1094,"8584","Thymoma, Type B2 (cortical)","1","3"
1095,"8584","Thymoma, type B2, malignant ","3","1"
1096,"8584","Thymoma, cortical, malignant ","3","2"
1097,"8585","Thymoma, type B3, NOS ","1","1"
1098,"8585","Thymoma, atypical, NOS ","1","2"
1099,"8585","Thymoma, epithelial, NOS ","1","2"
1100,"8585","Thymoma, type B3, malignant ","3","1"
1101,"8585","Thymoma, atypical, malignant ","3","2"
1102,"8585","Thymoma, epithelial, malignant ","3","2"
1103,"8585",Well differentiated thymic carcinoma ,"3","2"
1104,"8586","Thymic carcinoma, NOS ","3","1"
1105,"8586","Thymoma, type C ","3","2"
1106,"8587",Ectopic hamartomatous thymoma,"0","1"
1107,"8587",Ectopic thymoma,"0","3"
1108,"8587",Intrapulmonary thymoma,"0","4"
1109,"8588",Spindle epithelial tumor with thymus-like element,"3","1"
1110,"8588",SETTLE,"3","2"
1111,"8588",Spindle epithelial tumor with thymus-like differentiation ,"3","2"
1112,"8588",Spindle cell tumor with thymus-like differentiation,"3","3"
1113,"8589",Carcinoma showing thymus-like element,"3","1"
1114,"8589",Carcinoma showing thymus-like  differentiation ,"3","2"
1115,"8589",CASTLE,"3","2"
1116,"8590","Sex cord-gonadal stromal tumor, NOS","1","1"
1117,"8590","Gonadal stromal tumor, NOS ","1","2"
1118,"8590",Ovarian stormal tumor ,"1","2"
1119,"8590","Sex cord tumor, NOS","1","2"
1120,"8590",Testicular stromal tumor ,"1","2"
1121,"8590","Sex cord-stromal tumor, unclassified","1","3"
1122,"8590",Sex-cord stromal tumor,"1","4"
1123,"8590",Malignant sex cord/gonadal stromal tumor,"3","3"
1124,"8591","Sex cord-gonaldal stormal tumor, incompletely differentiated","1","1"
1125,"8592","Sex cord-gonadal stromal tumor, mixed forms","1","1"
1126,"8593",Stomal tumor with minor sex cord elements ,"1","1"
1127,"8600","Thecoma, NOS ","0","1"
1128,"8600",Theca cell tumor,"0","2"
1129,"8600",Typical thecoma,"0","3"
1130,"8600",Thecoma,"1","3"
1131,"8600","Thecoma, malignant ","3","1"
1132,"8601","Thecoma, luteinized ","0","1"
1133,"8601",Luteinized thecoma,"0","3"
1134,"8602",Sclerosing stormal tumor ,"0","1"
1135,"8610","Luteoma, NOS ","0","1"
1136,"8610",Luteinoma ,"0","2"
1137,"8610",Stromal luteoma,"0","3"
1138,"8620","Granulosa cell tumor, adult type ","1","1"
1139,"8620","Granulosa cell tumor, NOS ","1","2"
1140,"8620",Adult granulosa cell tumor,"1","3"
1141,"8620",Adult type granulosa cell tumor,"1","4"
1142,"8620","Granulosa cell tumor, malignant ","3","1"
1143,"8620",Granulosa cell carcinoma ,"3","2"
1144,"8620","Granulosa cell tumor, sarcomatoid ","3","2"
1145,"8621",Granulosa cell-theca cell tumor ,"1","1"
1146,"8621",Theca cell-granulosa cell tumor ,"1","2"
1147,"8622","Granulosa cell tumor, juvenile ","1","1"
1148,"8622",Juvenile granulosa cell tumor,"1","3"
1149,"8622",Juvenile type granulosa cell tumor,"1","4"
1150,"8623",Sex cord tumor with annular tubules ,"1","1"
1151,"8630","Audroblastoma, benign","0","1"
1152,"8630","Arrhenoblastoma,benign","0","2"
1153,"8630","Androblastoma, NOS","1","1"
1154,"8630","Arrhenoblastoma, NOS","1","2"
1155,"8630","Androblastoma, malignant","3","1"
1156,"8630","Arrhenoblastoma, malignant","3","2"
1157,"8631","Sertoli-Leydig cell tumor, well differentiated","0","1"
1158,"8631",Well differentiated Sertoli-Leydig cell tumor,"0","3"
1159,"8631","Sertoli-Leydig cell tumor, poorly differentiation ","1","1"
1160,"8631",Sertoli-Leydig cell tumor of intermediate differentiation ,"1","3"
1161,"8631","Sertoli-Leydig cell tumor, poorly differentiated ","3","1"
1162,"8631","Sertoli-leydig cell tumor, sarcomatoid","3","2"
1163,"8632",Gynandroblastoma ,"1","1"
1164,"8633","Sertoli-Leydig cell tumor, retiform","1","1"
1165,"8634","Sertoli-Leydig cell tumor, intermediate differentiation, with heterologous elements","1","1"
1166,"8634","Sertoli-Leydig cell tumor, retiform, with heterologous elements","1","2"
1167,"8634","Sertoli-Leydig cell tumor, poorly differentiated, with heterologous elements","3","1"
1168,"8634","Sertoli-Leydig cell tumor, sarcomatoid variant with heterologous elements","3","3"
1169,"8640","Sertoli cell tumor, NOS","1","1"
1170,"8640",Pick tubular adenoma,"1","2"
1171,"8640",Sertoli cell adenoma,"1","2"
1172,"8640",Testicular adenoma,"1","2"
1173,"8640","Tubular androblastoma, NOS ","1","2"
1174,"8640",Sertoli cell tumor,"1","3"
1175,"8640",Sertoli cell carcinoma ,"3","1"
1176,"8640",Malignant Sertoli cell tumor,"3","3"
1177,"8641",Sertoli cell tumor with lipid storage,"0","1"
1178,"8641",Folliculome lipidique ,"0","2"
1179,"8641",Lipid-rich Sertoli cell tumor ,"0","2"
1180,"8641",Tubular androblastoma with lipid storage ,"0","2"
1181,"8641",Sertoli cell tumor lipid rich variant,"0","3"
1182,"8642",Large cell calcifying Sertoli cell tumor ,"1","1"
1183,"8650","Leydig cell tumor, benign ","0","1"
1184,"8650","Interstitial cell tumor, benign","0","2"
1185,"8650","Leydig cell tumor, NOS ","1","1"
1186,"8650","Interstitial cell tumor, NOS","1","2"
1187,"8650",Leydig cell tumor,"1","3"
1188,"8650","Leydig cell tumor, non-hilar type","1","3"
1189,"8650","Leydig cell tumor, malignant ","3","1"
1190,"8650","Interstitial cell tumor, malignant","3","2"
1191,"8650",Malignant Leydig cell tumor,"3","3"
1192,"8660",Hilus cell tumor,"0","1"
1193,"8660",Hilar cell tumor ,"0","2"
1194,"8670",Lipid cell tumor of ovary ,"0","1"
1195,"8670",Lipoid cell tumor of ovary ,"0","2"
1196,"8670",Masculinovoblastoma ,"0","2"
1197,"8670","Steroid cell tumor, NOS","0","2"
1198,"8670","Steroid cell tumor, malignant","3","1"
1199,"8671",Adrenal rest tumor,"0","1"
1200,"8680","Paraganglioma, benign","0","1"
1201,"8680","Paraganglioma, NOS","1","1"
1202,"8680",Paraganglioma of the filum terminale,"1","3"
1203,"8680","Paraganglioma, malignant","3","1"
1204,"8681",Sympathetic paraganglioma,"1","1"
1205,"8682",Parasympathetic paraganglioma,"1","1"
1206,"8683",Gangliocytic paraganglioma ,"0","1"
1207,"8690","Glomus jugulare tumor, NOS ","1","1"
1208,"8690",Jugular paraganglioma ,"1","2"
1209,"8690",Jugulotympanic paraganglioma,"1","2"
1210,"8691",Aortic body tumor ,"1","1"
1211,"8691",Aortic body paraganglioma ,"1","2"
1212,"8691",Aorticopulmonary paraganglioma ,"1","2"
1213,"8692",Carotid body tumor ,"1","1"
1214,"8692",Carotid body paraganglioma ,"1","2"
1215,"8693","Extra-adrenal paraganglioma, NOS","1","1"
1216,"8693",Chemodectoma,"1","2"
1217,"8693","Nonchromaffin paraganglioma, NOS","1","2"
1218,"8693",Cauda equina paraganglioma,"1","3"
1219,"8693",Extra-adrenal paraganglioma,"1","4"
1220,"8693",Extra-adrenal symparaganglioma,"1","4"
1221,"8693","Paraganglioma, extra-adrenal","1","4"
1222,"8693","Extra-adrenal paraganglioma, malignant","3","1"
1223,"8693","Nonchormaffin parpganglioma, malignant","3","2"
1224,"8693","Paraganglioma, malignant, extra-adrenal","3","5"
1225,"8700","Pheochromocytoma, NOS ","0","1"
1226,"8700",Adrenal medullary paraganglioma ,"0","2"
1227,"8700",Chromaffin paraganglioma,"0","2"
1228,"8700",Chromaffin tumor,"0","2"
1229,"8700",Chromaffinoma,"0","2"
1230,"8700",Benign pheochromocytoma,"0","3"
1231,"8700",Pheochromocytoma,"0","4"
1232,"8700","Pheochromocytoma, malignant ","3","1"
1233,"8700","Adrenal medullary paraganglioma, malignant ","3","2"
1234,"8700",Pheochromoblastoma ,"3","2"
1235,"8710",Glomangiosarcoma,"3","1"
1236,"8710",Glomoid sarcoma,"3","2"
1237,"8711","Glomus tumor, NOS","0","1"
1238,"8711",Glomus tumor,"0","3"
1239,"8711","Glomus tumor, malignant ","3","1"
1240,"8711",malignant glomus tumor,"3","3"
1241,"8712",Glomangioma,"0","1"
1242,"8713",Golmangiomyoma,"0","1"
1243,"8720","Pigmented nevus, NOS ","0","1"
1244,"8720",Hairy nevus ,"0","2"
1245,"8720",Melanocytic nevus ,"0","2"
1246,"8720","Nevus, NOS ","0","2"
1247,"8720",Melanoma in situ,"2","1"
1248,"8720","Malignant melanoma, NOS (except juvenile melanoma)","3","1"
1249,"8720",Malignant melanoma,"3","2"
1250,"8720","Melanoma, NOS","3","2"
1251,"8720",Mucosal malignant melanoma,"3","3"
1252,"8721",Nodular melanoma ,"3","1"
1253,"8722",Balloon cell nevus ,"0","1"
1254,"8722",Balloon cell melanoma ,"3","1"
1255,"8723",Halo nevus ,"0","1"
1256,"8723",Regressing nevus ,"0","2"
1257,"8723","Malignant melanoma, regressing ","3","1"
1258,"8725",Neuronevus ,"0","1"
1259,"8726",Magnocellular nevus ,"0","1"
1260,"8726","Melanocytoma, eyeball ","0","2"
1261,"8726","Melanocytoma, NOS","0","2"
1262,"8727",Dysplastic nevus,"0","1"
1263,"8727",Diffuse melanocytosis,"0","2"
1264,"8727",Dysplastic melanocytic nevus,"0","3"
1265,"8728",Diffuse melanocytosis,"0","1"
1266,"8728",Meningeal melanocytoma,"1","3"
1267,"8728",Meningeal melanomatosis,"3","1"
1268,"8730",Nonpigmented nevus,"0","1"
1269,"8730",Achormic nevus ,"0","2"
1270,"8730",Amelanotic melanoma ,"3","1"
1271,"8740","Junctional nevus, NOS ","0","1"
1272,"8740",Intraepidermal nevus ,"0","2"
1273,"8740",Junction nevus ,"0","2"
1274,"8740",Malignant melanoma in a junctional nevus ,"3","1"
1275,"8741","Precancerous melanosis, NOS ","2","1"
1276,"8741",Malignant melanoma in precancerous melanosis ,"3","1"
1277,"8742",Lentigo maligna ,"2","1"
1278,"8742","Hutchinson melanotic freckle, NOS ","2","2"
1279,"8742",Lentigo maligna melanoma ,"3","1"
1280,"8742",Malignant melanoma in Hutchinson melanotic freckle ,"3","2"
1281,"8743",Superficial spreading melanoma ,"3","2"
1282,"8744","Acral lentiginous melanoma, malignant ","3","2"
1283,"8744",Acral lentiginous melanoma,"3","3"
1284,"8745","Desmoplastic melanoma, malignant ","3","1"
1285,"8745","Desmoplastic melanoma, amelanotic ","3","2"
1286,"8745","Neurotropic melanoma, malignant ","3","2"
1287,"8745",Desmoplastic melanoma,"3","3"
1288,"8746",Mucosal lentiginous melanoma,"3","1"
1289,"8750",Intradermal nevus ,"0","1"
1290,"8750",Dermal nevus ,"0","2"
1291,"8760",compound nevus ,"0","1"
1292,"8760",Dermal and epidermal nevus ,"0","2"
1293,"8761",Small congenital nevus ,"0","1"
1294,"8761","Congenital melanocytic nevus, superficial type","0","3"
1295,"8761",Congenital melanocytic nevus,"0","3"
1296,"8761","Giant pigmented nevus, NOS ","1","1"
1297,"8761",Intermediate and giant congenital nevus,"1","2"
1298,"8761",Malignant melanoma in giant pigmented nevus ,"3","1"
1299,"8761",Malignant melanoma in congenital melanocytic nevus ,"3","2"
1300,"8761",Melanoma arising in a giant congenital naevus,"3","3"
1301,"8762",Proliferative dermal lesion in congenital nevus,"1","1"
1302,"8762",Proliferative nodule in congenital melanocytic nevus,"1","3"
1303,"8770",Epithelioid and spindle cell nevus ,"0","1"
1304,"8770",Juvenile melanoma ,"0","2"
1305,"8770",Juvenile nevus ,"0","2"
1306,"8770",Pigmented spindle cell nevus of Reed ,"0","2"
1307,"8770",Spitz nevus ,"0","2"
1308,"8770",Pigmented spindle cell naevus (Reed),"0","3"
1309,"8770",Mixed epithelioid and spindle cell melanama,"3","1"
1310,"8771",Epithelioid cell nevus ,"0","1"
1311,"8771",Epithelioid cell melanoma,"3","1"
1312,"8772","Spindle cell nevus, NOS ","0","1"
1313,"8772",Spindle cell melanoma. NOS,"3","1"
1314,"8773","Spindle cell melanoma, type A ","3","1"
1315,"8774",Spindle cell melanoma type B ,"3","1"
1316,"8780","Blue nevus, NOS ","0","1"
1317,"8780",Jadassohn blue nevus ,"0","2"
1318,"8780",Blue nevus,"0","3"
1319,"8780","Blue nevus, malignant ","3","1"
1320,"8780",Melanoma arising from blue nevus,"3","3"
1321,"8790",Cellular blue nevus ,"0","1"
1322,"8800","Soft tissue tumor, benign","0","1"
1323,"8800","Sarcoma, NOS","3","1"
1324,"8800",Soft tissue sarcoma,"3","2"
1325,"8800","Soft tissue tumor, malignant","3","2"
1326,"8800","Mesenchymal tumor, malignant","3","2"
1327,"8800",Sarcoma,"3","3"
1328,"8801",Spindle cell sarcoma,"3","1"
1329,"8802",Giant cell sarcoma (except of bone),"3","1"
1330,"8802",Pleomorphic cell sarcoma,"3","2"
1331,"8803",Small cell sarcoma,"3","1"
1332,"8803",Round cell sarcoma,"3","2"
1333,"8804",Epithelioid sarcoma,"3","1"
1334,"8804",Epithelioid cell sarcoma,"3","2"
1335,"8805",Undifferentiated sarcoma,"3","1"
1336,"8806",Desmopoastic small round cell tumor,"3","1"
1337,"8806",Desmoplastic round cell tumor,"3","3"
1338,"8810","Fibroma, NOS","0","1"
1339,"8810",Calcifying aponeurotic fibroma,"0","3"
1340,"8810",Cardiac fibroma,"0","4"
1341,"8810",Desmoplastic fibroblastoma,"0","4"
1342,"8810",Gardner fibroma,"0","4"
1343,"8810",Nuchal-type fibroma,"0","4"
1344,"8810",Cellular fibroma ,"1","1"
1345,"8810","Fibrosarcoma, NOS","3","1"
1346,"8810",Adult fibrosarcoma,"3","3"
1347,"8810",Sclerosing epithelioid fibrosarcoma,"3","4"
1348,"8811",Fibromyxoma ,"0","1"
1349,"8811","Myxofibroma, NOS","0","2"
1350,"8811",Myxoid fibroma,"0","2"
1351,"8811",Fibromyxosarcoma,"3","1"
1352,"8811",Low grade fibromyxoid sarcoma hyalinizing spindle cell tumor,"3","3"
1353,"8811",Fibromyxoid sarcoma,"3","3"
1354,"8811",Fibrosarcoma and myxoid fibrosarcoma,"3","3"
1355,"8811",Myxofibrosarcoma,"3","4"
1356,"8811",Myxoinflammatory fibroblastic sarcoma,"3","4"
1357,"8812",Periosteal fibroma ,"0","1"
1358,"8812",Perosteal fibrosarcoma ,"3","1"
1359,"8812","Periosteal sarcoma, NOS ","3","2"
1360,"8813",Fascial fibroma,"0","1"
1361,"8813",Fascial fibrosarcoma,"3","1"
1362,"8814",Infantile fibrosarcoma,"3","1"
1363,"8814",Congenital fibrosarcoma,"3","2"
1364,"8814",Infantile fibrosarcoma,"3","3"
1365,"8815",Solitary fibrous tumor,"0","1"
1366,"8815",Localized fibrous tumor,"0","2"
1367,"8815","Solitary fibrous tumor, malignant","3","1"
1368,"8820",Elastofibroma,"0","1"
1369,"8821",Aggressive fibromatosis,"1","1"
1370,"8821","Desmoid, NOS","1","2"
1371,"8821",Extra-abdominal desmoid,"1","2"
1372,"8821",Invasive fibroma,"1","2"
1373,"8821",Desmoid-type fibromatosis,"1","3"
1374,"8821","Fibromatosis, aggressive","1","4"
1375,"8822",Abdominal fibromatosis,"1","1"
1376,"8822",Abdominal desmoid,"1","2"
1377,"8822",Mesenteric fibromatosis ,"1","2"
1378,"8823",Desmoplastic fibroma,"0","1"
1379,"8823",Sclerotic fibroma,"0","3"
1380,"8824",Myofibroma,"0","1"
1381,"8824",Dermatomyofibroma,"0","3"
1382,"8824",Myofibromatosis,"1","1"
1383,"8824",Congenital generalized fibromatosis,"1","2"
1384,"8824",Infantile myofibromatosis,"1","2"
1385,"8825",Myofibroblastoma,"0","1"
1386,"8825",Mammary-type myofibroblastoma,"0","3"
1387,"8825","Myofibroblastic tumor, NOS","1","1"
1388,"8825",Inflammatory myofibroblastic tumor,"1","2"
1389,"8825",Low grade myofibroblastic sarcoma,"1","3"
1390,"8826",Angiomyofibroblastoma,"0","1"
1391,"8827","Myofibroblastic tumor, peribronchial ","1","1"
1392,"8827",Congenital peribronchial myofibroblastic tumor ,"1","2"
1393,"8830",Benign fibrous histiocytoma,"0","1"
1394,"8830","Fibrous histiocytoma, NOS","0","2"
1395,"8830","Fibroxanthoma, NOS","0","2"
1396,"8830",Xanthofibroma,"0","2"
1397,"8830",Deep benign fibrous histiocytoma,"0","3"
1398,"8830",Atypical fibrous histiocytoma,"1","1"
1399,"8830",Atypical fibroxanthoma,"1","2"
1400,"8830",Malignant fibrous hitiocytoma,"3","1"
1401,"8830","Fibroxanthoma, malignant","3","2"
1402,"8830",Giant cell malignant fibrous histiocytoma,"3","3"
1403,"8830",Undifferentiated pleomorphic sarcoma with giant cells,"3","3"
1404,"8830",Inflammatory mallignant fibrous histiocytoma,"3","4"
1405,"8830",Undifferentiated pleomorphic sarcoma with prominent inflammation,"3","4"
1406,"8830",Malignant pleomorphic fibrous histiocytoma ,"3","4"
1407,"8830",Undifferentiated pleomorphic sarcoma,"3","4"
1408,"8830",Pleomorphic malignant fibrous histiocytoma,"3","4"
1409,"8831","Histiocytoma, NOS","0","1"
1410,"8831",Deep histiocytoma,"0","2"
1411,"8831",Juvenile histiocytoma,"0","2"
1412,"8831",Reticulohistiocytoma,"0","2"
1413,"8832","Dermatofibroma, NOS ","0","1"
1414,"8832","Cutaneous histiocytoma, NOS ","0","2"
1415,"8832",Dermatofibroma lenticulare ,"0","2"
1416,"8832",Sclerosing hemangioma ,"0","2"
1417,"8832",Subepidermal nodular fibrosis ,"0","2"
1418,"8832",Dermatofibroma ,"0","3"
1419,"8832",Fibrous histiocytoma,"0","3"
1420,"8832",Pleomorphic fibroma,"0","4"
1421,"8832",Sclerosing hemangioma,"0","4"
1422,"8832","Dermatofibrosarcoma, NOS ","3","1"
1423,"8832","Dermatofibrosarcoma protuberans, NOS ","3","2"
1424,"8833",Pigmented dermatofibrosarcoma protuberans ,"3","1"
1425,"8833",Bednar tumor ,"3","2"
1426,"8834",Giant cell fibroblastoma,"1","1"
1427,"8835",Plexiform fibrohistiocytic tumor,"1","1"
1428,"8836",Angiomatoid fibrous histiocytoma,"1","1"
1429,"8840","Myxoma, NOS","0","1"
1430,"8840",Cardiac myxoma,"0","3"
1431,"8840",Intramuscular myxoma ,"0","4"
1432,"8840","Intramuscular myxoma, cellular variant","0","4"
1433,"8840",Juxta-articular myxoma,"0","4"
1434,"8840",Myxoma,"0","4"
1435,"8840",Myxosarcoma,"3","1"
1436,"8841",Angiomyxoma,"1","1"
1437,"8841",Aggressive angiomyxoma,"1","2"
1438,"8841",Deep angiomyxoma,"1","3"
1439,"8841",Superficial angiomyxoma,"1","4"
1440,"8842",Ossifying fibromyxoid tumor,"0","1"
1441,"8842","Ossifying fibromyxoid tumor, atypical","0","3"
1442,"8842","Ossifying fibromyxoid tumor, malignant","0","3"
1443,"8850","Lipoma, NOS","0","1"
1444,"8850",Lipoma,"0","2"
1445,"8850",Lipomatosis,"0","4"
1446,"8850",Thymolipoma,"0","4"
1447,"8850","Lipoma of skin and subcut. tissue of head, face, and neck","0","5"
1448,"8850",Lipoma of skin and subcut. tissue of trunk,"0","5"
1449,"8850",Lipoma of skin and subcut. tissue of limbs,"0","5"
1450,"8850",Lipoma of skin and subcut. tissue of other and unspec. sites,"0","5"
1451,"8850",Lipoma of intrathoracic organs,"0","5"
1452,"8850",Lipoma of intra-abdominal organs,"0","5"
1453,"8850",Lipoma of spermatic cord,"0","5"
1454,"8850",Lipoma of other sites,"0","5"
1455,"8850",Lipoma of peritoneum,"0","5"
1456,"8850",Lipoma of retroperitoneum,"0","5"
1457,"8850",Atypical lipoma,"1","1"
1458,"8850",Superficial well differentiated liposarcoma,"1","2"
1459,"8850",Well differentiated liposarcoma of superficial soft tissue,"1","2"
1460,"8850","Liposarcoma, NOS","3","1"
1461,"8850",Liposarcoma,"3","2"
1462,"8850",Fibroliposarcoma,"3","2"
1463,"8851",Fibrolipoma,"0","1"
1464,"8851","Liposarcoma, well differentiated","3","1"
1465,"8851",Inflammatory liposarcoma,"3","2"
1466,"8851",Lipoma-like liposarcoma,"3","2"
1467,"8851","Liposarcoma, differentiated","3","2"
1468,"8851",Sclerosing liposarcoma,"3","2"
1469,"8852",Fibromyxolipoma,"0","1"
1470,"8852",Myxolipoma,"0","2"
1471,"8852",Myxoid liposarcoma,"3","1"
1472,"8852",Myxoliposarcoma,"3","2"
1473,"8853",Round cell liposarcoma,"3","1"
1474,"8854",Pleomorphic lipoma,"0","1"
1475,"8854",Pleomorphic liposarcoma,"3","1"
1476,"8855",Mixed liposarcoma,"3","1"
1477,"8856",Intramuscular lipoma,"0","1"
1478,"8856",Infiltrating angiolipoma,"0","2"
1479,"8856",Infiltrating lipoma,"0","2"
1480,"8857",Spindle cell lipoma,"0","1"
1481,"8857",Fibroblastic liposarcoma,"3","1"
1482,"8858",Dedifferentiated liposrcoma,"3","1"
1483,"8860",Angiomyolipoma,"0","1"
1484,"8860",Extrarenal angiomyolipoma,"0","4"
1485,"8861","Angiolipoma, NOS","0","1"
1486,"8862",Chondroid lipoma,"0","1"
1487,"8870",Myelolipoma,"0","1"
1488,"8870",Extra-adrenal myelolipoma,"0","3"
1489,"8880",Hibernoma,"0","1"
1490,"8880",Brown fat tumor,"0","2"
1491,"8880",Fetal fat cell lipoma,"0","2"
1492,"8881",Lipoblastomatosis,"0","1"
1493,"8881","Fetal lipoma, NOS","0","2"
1494,"8881",Fetal lipomatosis,"0","2"
1495,"8881",Lipoblastoma,"0","2"
1496,"8881",Lipoblastomatosis,"0","3"
1497,"8890","Leiomyoma, NOS","0","1"
1498,"8890",Fibroid uterus ,"0","2"
1499,"8890",Fibromyoma,"0","2"
1500,"8890",Leiomyofibroma,"0","2"
1501,"8890",Lipoleiomyoma,"0","2"
1502,"8890",Plexiform leiomyoma,"0","2"
1503,"8890",Leiomyoma,"0","2"
1504,"8890",Deep leiomyoma,"0","3"
1505,"8890",Genital leiomyoma,"0","4"
1506,"8890","Leiomyoma, lipoleiomyoma variant","0","4"
1507,"8890",Myolipoma,"0","4"
1508,"8890",Pilar leiomyoma,"0","4"
1509,"8890","Leiomyomatosis, NOS","1","1"
1510,"8890",Intravascular leiomyomatosis,"1","2"
1511,"8890",Diffuse leiomyomatosis,"1","3"
1512,"8890",Intravenous leiomyomatosis,"1","4"
1513,"8890","Leiomyosarcoma, NOS","3","1"
1514,"8890",Cutaneous leiomyosarcoma,"3","3"
1515,"8891",Epithelioid leiomyoma,"0","1"
1516,"8891",Leiomyoblastoma,"0","2"
1517,"8891","Leiomyoma, epithelioid variant ","0","3"
1518,"8891",Epithelioid leiomyosarcoma,"3","1"
1519,"8891","Leiomyosarcoma, epithelioid variant","3","4"
1520,"8892",Cellular leiomyoma,"0","1"
1521,"8892","Leiomyoma, cellular variant","0","3"
1522,"8893",Bizarre leiomyoma ,"0","1"
1523,"8893",Atypical leiomyoma,"0","2"
1524,"8893",Pleomorphic leiomyoma,"0","2"
1525,"8893",Symplastic leiomyoma,"0","2"
1526,"8893","Leiomyoma, atypical variant","0","3"
1527,"8894",Angiomyoma,"0","1"
1528,"8894",Angioleiomyoma,"0","2"
1529,"8894",Vascular leiomyoma,"0","2"
1530,"8894",Angiomyosarcoma,"3","1"
1531,"8895",Myoma,"0","1"
1532,"8895","Leiomyoma, myxoid ","0","3"
1533,"8895",Myosarcoma,"3","1"
1534,"8896",Myxoid leiomyosarcoma,"3","1"
1535,"8896","Leiomyosarcoma, myxoid variant","3","3"
